sample,true,geodesic_tasks,geodesic_order,geodesic_ok,geodesic_grid,geodesic_precision,geodesic_recall,geodesic_f1,geodesic_jaccard,geodesic_hallucination,geodesic_omission,stock_tasks,stock_order,stock_ok,stock_grid,stock_precision,stock_recall,stock_f1,stock_jaccard,stock_hallucination,stock_omission,energy_true_min,energy_false_min,energy_margin
88,rotate|flip_h|flip_v,flip_h|flip_v|rotate,rotate|flip_h|flip_v,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h|flip_v|rotate,rotate|flip_h|flip_v,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-3.4292890125098996,inf,inf
89,rotate|flip_h,flip_h|flip_v|rotate,rotate|flip_h|flip_v,0,0.0625,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v|rotate,rotate|flip_h|flip_v,0,0.0625,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,-2.9208542727906477,-2.7856937209991557,0.135160551791492
90,flip_v|flip_h|rotate,flip_h|flip_v|rotate,flip_v|flip_h|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h|rotate,flip_h|rotate,0,0.1875,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,-2.947523865377594,inf,inf
91,flip_h|flip_v|rotate,flip_h|flip_v|rotate,flip_h|flip_v|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_v|rotate,flip_v|rotate,0,0.125,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,-3.1339010069674957,inf,inf
92,flip_h,flip_h|flip_v|rotate,flip_v|rotate|flip_h,0,0.25,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,flip_h|flip_v,flip_v|flip_h,0,0.15625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.996428972034567,-3.264091224963093,-0.2676622529285262
93,flip_v|flip_h|rotate,flip_h|flip_v|rotate,flip_v|flip_h|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h|flip_v|rotate,flip_v|flip_h|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-3.085201945591327,inf,inf
94,rotate|flip_v|flip_h,flip_h|flip_v|rotate,rotate|flip_v|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h|rotate,rotate|flip_h,0,0.3125,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,-2.792387632157733,inf,inf
95,flip_v|rotate|flip_h,flip_h|flip_v|rotate,flip_v|rotate|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h|flip_v|rotate,flip_v|rotate|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-3.5884855734425423,inf,inf
96,flip_v|rotate|flip_h,flip_h|flip_v,flip_v|flip_h,0,0.109375,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,flip_h|flip_v,flip_v|flip_h,0,0.109375,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,-3.0382183213830785,inf,inf
97,flip_h|rotate,flip_h|flip_v|rotate,flip_h|rotate|flip_v,0,0.15625,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v,flip_h|flip_v,0,0.375,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,-2.62637444223125,-2.641913246480652,-0.015538804249402016
98,flip_v|rotate|flip_h,flip_h|flip_v|rotate,flip_v|rotate|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h,flip_h,0,0.21875,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-2.8706316370336245,inf,inf
99,flip_h,flip_h|rotate,rotate|flip_h,0,0.15625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h|rotate,rotate|flip_h,0,0.15625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.9105193011426396,-2.8338698901711172,0.07664941097152234
100,rotate|flip_v|flip_h,flip_h|flip_v|rotate,rotate|flip_v|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_v,flip_v,0,0.28125,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-3.5524825547916223,inf,inf
101,flip_v|rotate,flip_h|flip_v|rotate,flip_v|rotate|flip_h,0,0.21875,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v,flip_v|flip_h,0,0.21875,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,-2.4820112062223325,-3.045929355373585,-0.5639181491512524
102,flip_h|rotate,flip_h|rotate,flip_h|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,rotate,rotate,0,0.1875,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-2.9634856965062055,-1.54323245160676,1.4202532448994456
103,rotate,flip_h|flip_v|rotate,flip_v|rotate|flip_h,1,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,flip_v|rotate,flip_v|rotate,0,0.15625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.4838122259144573,-2.9448123921483216,-0.4610001662338643
104,flip_v,flip_h|flip_v|rotate,flip_h|flip_v|rotate,0,0.21875,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,flip_h|flip_v|rotate,flip_h|flip_v|rotate,0,0.21875,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,-2.6528381517549446,-2.7976774658509913,-0.14483931409604667
105,flip_h,flip_h|flip_v,flip_h|flip_v,0,0.09375,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h,flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.6031015370473263,-3.229034013931919,-0.6259324768845929
106,flip_v|flip_h,flip_h|flip_v|rotate,rotate|flip_v|flip_h,0,0.21875,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,rotate,rotate,0,0.21875,0.0,0.0,0.0,0.0,1.0,1.0,-2.53578212577077,-2.523329436444971,0.012452689325798794
107,flip_v|rotate,flip_h|flip_v|rotate,flip_h|flip_v|rotate,0,0.25,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|rotate,flip_h|rotate,0,0.1875,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,-2.811829929175772,-2.859306701164181,-0.04747677198840927
108,flip_h,rotate,rotate,0,0.375,0.0,0.0,0.0,0.0,1.0,1.0,rotate,rotate,0,0.375,0.0,0.0,0.0,0.0,1.0,1.0,-0.6712202816575821,-2.8297003894134956,-2.1584801077559135
109,flip_h,flip_h|rotate,rotate|flip_h,0,0.203125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h|rotate,rotate|flip_h,0,0.203125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.3970972281589384,-3.0951121383228024,-0.698014910163864
110,flip_v|flip_h|rotate,flip_h|flip_v|rotate,flip_v|flip_h|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h,flip_h,0,0.375,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-3.5144009362312674,inf,inf
111,flip_h,flip_h|rotate,rotate|flip_h,0,0.140625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,rotate,rotate,0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,-2.8822329830561215,-2.517560357025628,0.36467262603049333
112,flip_v,flip_h|flip_v|rotate,rotate|flip_v|flip_h,0,0.21875,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,flip_v|rotate,rotate|flip_v,0,0.109375,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.9891413091404035,-3.29868461331659,-0.3095433041761866
113,rotate|flip_v,flip_h|flip_v,flip_h|flip_v,0,0.1875,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,flip_h|flip_v,flip_h|flip_v,0,0.1875,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,-2.9357790770795407,-2.7354169635436567,0.20036211353588396
114,rotate,flip_h|flip_v|rotate,flip_h|rotate|flip_v,1,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,flip_h|flip_v|rotate,flip_h|rotate|flip_v,1,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,-2.691007681643511,-3.050227184368791,-0.35921950272528
115,flip_v|flip_h,flip_h|flip_v|rotate,flip_v|flip_h|rotate,0,0.203125,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h,flip_h,0,0.15625,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-2.705535272158133,-2.038163693131017,0.6673715790271162
116,flip_h|rotate,flip_h|flip_v|rotate,flip_v|flip_h|rotate,0,0.09375,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v,flip_v|flip_h,0,0.28125,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,-2.7454405362612277,-3.043515558652239,-0.29807502239101114
117,flip_v|flip_h,flip_h|flip_v|rotate,flip_v|flip_h|rotate,0,0.171875,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v|rotate,flip_v|flip_h|rotate,0,0.171875,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,-2.7606515805130702,-2.7893409546550245,-0.02868937414195427
118,flip_v,flip_v|rotate,rotate|flip_v,0,0.28125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_v|rotate,rotate|flip_v,0,0.28125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.4531647761848543,-2.719632236533469,-0.2664674603486148
119,rotate,flip_v|rotate,rotate|flip_v,0,0.3125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_v|rotate,rotate|flip_v,0,0.3125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-3.0079409304742364,-2.685697740120637,0.3222431903535994
120,rotate,flip_h|flip_v|rotate,flip_h|rotate|flip_v,1,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,flip_v|rotate,rotate|flip_v,0,0.09375,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.2151290433006405,-3.0202075385223157,-0.8050784952216752
121,flip_v,flip_h|flip_v,flip_v|flip_h,0,0.09375,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h|flip_v,flip_v|flip_h,0,0.09375,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-3.0749536064851175,-3.0100209110282568,0.06493269545686076
122,flip_v|rotate|flip_h,flip_h|flip_v|rotate,flip_v|rotate|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_v|rotate,flip_v|rotate,0,0.09375,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,-2.759401460503509,inf,inf
123,rotate,flip_h|rotate,flip_h|rotate,0,0.03125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,rotate,rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.8808177083071174,-2.4149019423371,0.4659157659700175
124,flip_h|flip_v,flip_h|flip_v|rotate,rotate|flip_h|flip_v,0,0.171875,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v,flip_h|flip_v,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-3.2041090904732865,-3.146929081869661,0.0571800086036256
125,flip_v|flip_h,flip_h|flip_v,flip_v|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_v,flip_v,0,0.0625,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-2.9750380519307678,-0.7787934539951877,2.1962445979355802
126,rotate,flip_h|rotate,rotate|flip_h,0,0.15625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h,flip_h,0,0.28125,0.0,0.0,0.0,0.0,1.0,1.0,-2.633946530727653,-2.8786148359625123,-0.2446683052348595
127,flip_h|rotate,flip_h|flip_v|rotate,flip_h|rotate|flip_v,0,0.15625,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,rotate,rotate,0,0.15625,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-2.720138976407977,-2.190491783220612,0.529647193187365
128,flip_h|rotate|flip_v,flip_h|flip_v,flip_h|flip_v,0,0.15625,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,flip_h|flip_v,flip_h|flip_v,0,0.15625,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,-3.0523128441302756,inf,inf
129,flip_h|flip_v|rotate,flip_h|flip_v|rotate,flip_h|flip_v|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_v|rotate,flip_v|rotate,0,0.21875,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,-2.961853771361881,inf,inf
130,flip_v|rotate,flip_h|flip_v|rotate,flip_h|flip_v|rotate,0,0.1875,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v|rotate,flip_h|flip_v|rotate,0,0.1875,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,-2.6633960433398656,-2.9343465073426382,-0.2709504640027727
131,flip_h,flip_h|rotate,flip_h|rotate,0,0.109375,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h|rotate,flip_h|rotate,0,0.109375,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.9563498703142947,-3.0047897801447037,-0.04843990983040891
132,flip_h,flip_h|rotate,flip_h|rotate,0,0.171875,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h|rotate,flip_h|rotate,0,0.171875,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-3.0104439760728914,-3.3978057215385027,-0.3873617454656113
133,rotate,rotate,rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,rotate,rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.867391442423081,-0.5099415089966981,2.3574499334263828
134,flip_v,flip_v|rotate,flip_v|rotate,0,0.203125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_v|rotate,flip_v|rotate,0,0.203125,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.632343294587606,-2.672936698766054,-0.04059340417844792
135,rotate|flip_h,flip_h|rotate,rotate|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h,flip_h,0,0.125,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-2.8660811142370144,-0.32077803860629045,2.545303075630724
136,rotate,flip_h|flip_v|rotate,flip_h|rotate|flip_v,1,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,flip_h|flip_v|rotate,flip_h|rotate|flip_v,1,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,-2.673166798372417,-3.252326090264559,-0.5791592918921418
137,flip_h|rotate,flip_h|flip_v|rotate,flip_h|rotate|flip_v,0,0.09375,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v|rotate,flip_h|rotate|flip_v,0,0.09375,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,-3.0154770297272835,-3.4985640401926856,-0.48308701046540214
138,flip_h|flip_v,flip_h|flip_v|rotate,rotate|flip_h|flip_v,0,0.21875,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_v,flip_v,0,0.0625,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-2.8441835564984954,-2.685433767548505,0.15874978894999048
139,flip_h|flip_v,flip_h|flip_v,flip_h|flip_v,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h,flip_h,0,0.09375,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-2.6051859302798426,-0.44279634720196254,2.16238958307788
140,flip_h|rotate,flip_h|flip_v|rotate,flip_h|rotate|flip_v,0,0.375,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,flip_h|flip_v,flip_h|flip_v,0,0.1875,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,-3.3775036598035335,-2.709566540836506,0.6679371189670276
141,rotate|flip_v|flip_h,flip_h|flip_v|rotate,rotate|flip_v|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h|flip_v|rotate,rotate|flip_v|flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.882360412122702,inf,inf
142,flip_h,flip_h,flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h,flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.7097133691627677,-1.3047894739565766,1.404923895206191
143,flip_h|flip_v|rotate,flip_h|flip_v|rotate,flip_h|flip_v|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h,flip_h,0,0.3125,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-2.7058001981649635,inf,inf
144,flip_v|flip_h|rotate,flip_h|flip_v|rotate,flip_v|flip_h|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h|flip_v|rotate,flip_v|flip_h|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-3.065156648071243,inf,inf
145,flip_h,flip_h,flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_h,flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-3.0646181816374964,-1.6316821698422277,1.4329360117952687
146,flip_h|rotate,flip_h|flip_v,flip_h|flip_v,0,0.28125,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,flip_h|flip_v,flip_h|flip_v,0,0.28125,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,-2.9048700948641897,-2.416723819766857,0.4881462750973329
147,flip_h,flip_h|rotate,flip_h|rotate,0,0.140625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h|rotate,flip_h|rotate,0,0.140625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.9589836418414834,-2.595733894088283,0.3632497477532004
148,flip_v|flip_h|rotate,flip_h|flip_v|rotate,flip_v|flip_h|rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,flip_v|rotate,flip_v|rotate,0,0.0625,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,-3.0370063046473295,inf,inf
149,flip_h,flip_h|flip_v,flip_h|flip_v,0,0.0625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,flip_h|flip_v,flip_h|flip_v,0,0.0625,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.8769872199889095,-3.205029747847834,-0.3280425278589245
150,flip_v,flip_h|flip_v|rotate,rotate|flip_v|flip_h,0,0.1875,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,flip_h|flip_v,flip_v|flip_h,0,0.1875,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,-2.97784021340554,-2.9985550619906367,-0.020714848585096757
